Logging to Training/Logs/PPO_testrew/PPO_3
-----------------------------------
| rollout/           |            |
|    total_timesteps      | 5888        |
| train/                  |             |
|    approx_kl            | 0.023448082 |
|    clip_fraction        | 0.0945      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.896       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0119     |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.0256     |
|    std                  | 0.997       |
|    value_loss           | 0.209       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 176         |
|    ep_rew_mean          | -19.932299  |
| time/                   |             |
|    fps                  | 211         |
|    iterations           | 47          |
|    time_elapsed         | 28          |
|    total_timesteps      | 6016        |
| train/                  |             |
|    approx_kl            | 0.012680538 |
|    clip_fraction        | 0.043       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.411       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.598       |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.014      |
|    std                  | 0.997       |
|    value_loss           | 1.75        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 172          |
|    ep_rew_mean          | -19.65187    |
| time/                   |              |
|    fps                  | 211          |
|    iterations           | 48           |
|    time_elapsed         | 29           |
|    total_timesteps      | 6144         |
| train/                  |              |
|    approx_kl            | 0.0066011795 |
|    clip_fraction        | 0.0187       |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.2        |
|    explained_variance   | 0.109        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.25         |
|    n_updates            | 470          |
|    policy_gradient_loss | -0.00808     |
|    std                  | 0.998        |
|    value_loss           | 2.31         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 172         |
|    ep_rew_mean          | -19.65187   |
| time/                   |             |
|    fps                  | 211         |
|    iterations           | 49          |
|    time_elapsed         | 29          |
|    total_timesteps      | 6272        |
| train/                  |             |
|    approx_kl            | 0.018263564 |
|    clip_fraction        | 0.118       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | -0.123      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.626       |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.0172     |
|    std                  | 0.998       |
|    value_loss           | 1.09        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 175         |
|    ep_rew_mean          | -19.644737  |
| time/                   |             |
|    fps                  | 211         |
|    iterations           | 50          |
|    time_elapsed         | 30          |
|    total_timesteps      | 6400        |
| train/                  |             |
|    approx_kl            | 0.024710726 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.976       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0383     |
|    n_updates            | 490         |
|    policy_gradient_loss | -0.0206     |
|    std                  | 0.998       |
|    value_loss           | 0.05        |
-----------------------------------------
