Logging to Training/Logs/FINALPPO_200K/PPO_1
----------------------------------
| rollout/           |           |
|    fps                  | 218         |
|    iterations           | 46          |
|    time_elapsed         | 53          |
|    total_timesteps      | 11776       |
| train/                  |             |
|    approx_kl            | 0.019114848 |
|    clip_fraction        | 0.147       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | -0.082      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.989       |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.0176     |
|    std                  | 1.03        |
|    value_loss           | 1.02        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 187         |
|    ep_rew_mean          | -2.4930286  |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 47          |
|    time_elapsed         | 55          |
|    total_timesteps      | 12032       |
| train/                  |             |
|    approx_kl            | 0.012998728 |
|    clip_fraction        | 0.119       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.779       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0157     |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.0168     |
|    std                  | 1.03        |
|    value_loss           | 0.114       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 187          |
|    ep_rew_mean          | -2.4930286   |
| time/                   |              |
|    fps                  | 218          |
|    iterations           | 48           |
|    time_elapsed         | 56           |
|    total_timesteps      | 12288        |
| train/                  |              |
|    approx_kl            | 0.0108930925 |
|    clip_fraction        | 0.116        |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.4        |
|    explained_variance   | 0.434        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.297        |
|    n_updates            | 470          |
|    policy_gradient_loss | -0.0163      |
|    std                  | 1.03         |
|    value_loss           | 0.816        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 188         |
|    ep_rew_mean          | -2.7363203  |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 49          |
|    time_elapsed         | 57          |
|    total_timesteps      | 12544       |
| train/                  |             |
|    approx_kl            | 0.011722607 |
|    clip_fraction        | 0.0855      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.924       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00982    |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.0104     |
|    std                  | 1.03        |
|    value_loss           | 0.128       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 189         |
|    ep_rew_mean          | -2.8708093  |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 50          |
|    time_elapsed         | 58          |
|    total_timesteps      | 12800       |
| train/                  |             |
|    approx_kl            | 0.025422653 |
|    clip_fraction        | 0.164       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.305       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.11        |
|    n_updates            | 490         |
|    policy_gradient_loss | -0.0315     |
|    std                  | 1.03        |
|    value_loss           | 1.78        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 189         |
|    ep_rew_mean          | -2.8708093  |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 51          |
|    time_elapsed         | 59          |
|    total_timesteps      | 13056       |
| train/                  |             |
|    approx_kl            | 0.025690507 |
|    clip_fraction        | 0.189       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.462       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.237       |
|    n_updates            | 500         |
|    policy_gradient_loss | -0.0288     |
|    std                  | 1.03        |
|    value_loss           | 0.62        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 195         |
|    ep_rew_mean          | -2.9320316  |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 52          |
|    time_elapsed         | 60          |
|    total_timesteps      | 13312       |
| train/                  |             |
|    approx_kl            | 0.012874344 |
|    clip_fraction        | 0.128       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.936       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0216     |
|    n_updates            | 510         |
|    policy_gradient_loss | -0.0169     |
|    std                  | 1.03        |
|    value_loss           | 0.0671      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 192         |
|    ep_rew_mean          | -4.289719   |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 53          |
|    time_elapsed         | 62          |
|    total_timesteps      | 13568       |
| train/                  |             |
|    approx_kl            | 0.020720828 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.574       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00017    |
|    n_updates            | 520         |
|    policy_gradient_loss | -0.0184     |
|    std                  | 1.03        |
|    value_loss           | 0.927       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 192          |
|    ep_rew_mean          | -4.289719    |
| time/                   |              |
|    fps                  | 218          |
|    iterations           | 54           |
|    time_elapsed         | 63           |
|    total_timesteps      | 13824        |
| train/                  |              |
|    approx_kl            | 0.0021099404 |
|    clip_fraction        | 0.00156      |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.5        |
|    explained_variance   | 0.0252       |
|    learning_rate        | 0.0003       |
|    loss                 | 58.1         |
|    n_updates            | 530          |
|    policy_gradient_loss | -0.00214     |
|    std                  | 1.03         |
|    value_loss           | 138          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 194         |
|    ep_rew_mean          | -4.448167   |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 55          |
|    time_elapsed         | 64          |
|    total_timesteps      | 14080       |
| train/                  |             |
|    approx_kl            | 0.011038883 |
|    clip_fraction        | 0.091       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.904       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0284     |
|    n_updates            | 540         |
|    policy_gradient_loss | -0.017      |
|    std                  | 1.03        |
|    value_loss           | 0.199       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 194         |
|    ep_rew_mean          | -4.448167   |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 56          |
|    time_elapsed         | 65          |
|    total_timesteps      | 14336       |
| train/                  |             |
|    approx_kl            | 0.019726947 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.416       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.432       |
|    n_updates            | 550         |
|    policy_gradient_loss | -0.026      |
|    std                  | 1.03        |
|    value_loss           | 1.41        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 194         |
|    ep_rew_mean          | -5.180272   |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 57          |
|    time_elapsed         | 66          |
|    total_timesteps      | 14592       |
| train/                  |             |
|    approx_kl            | 0.010302344 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.841       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0264     |
|    n_updates            | 560         |
|    policy_gradient_loss | -0.0142     |
|    std                  | 1.03        |
|    value_loss           | 0.263       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 192          |
|    ep_rew_mean          | -3.916966    |
| time/                   |              |
|    fps                  | 218          |
|    iterations           | 58           |
|    time_elapsed         | 67           |
|    total_timesteps      | 14848        |
| train/                  |              |
|    approx_kl            | 0.0076404996 |
|    clip_fraction        | 0.0367       |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.5        |
|    explained_variance   | 0.0318       |
|    learning_rate        | 0.0003       |
|    loss                 | 22           |
|    n_updates            | 570          |
|    policy_gradient_loss | -0.00973     |
|    std                  | 1.03         |
|    value_loss           | 65.6         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 188          |
|    ep_rew_mean          | -4.6656356   |
| time/                   |              |
|    fps                  | 218          |
|    iterations           | 59           |
|    time_elapsed         | 69           |
|    total_timesteps      | 15104        |
| train/                  |              |
|    approx_kl            | 0.0008974881 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.5        |
|    explained_variance   | 0.00626      |
|    learning_rate        | 0.0003       |
|    loss                 | 336          |
|    n_updates            | 580          |
|    policy_gradient_loss | -0.00375     |
|    std                  | 1.03         |
|    value_loss           | 375          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 190         |
|    ep_rew_mean          | -4.833014   |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 60          |
|    time_elapsed         | 70          |
|    total_timesteps      | 15360       |
| train/                  |             |
|    approx_kl            | 0.003825065 |
|    clip_fraction        | 0.00234     |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | -0.0216     |
|    learning_rate        | 0.0003      |
|    loss                 | 12.6        |
|    n_updates            | 590         |
|    policy_gradient_loss | -0.00617    |
|    std                  | 1.03        |
|    value_loss           | 69.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 177         |
|    ep_rew_mean          | -5.260226   |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 61          |
|    time_elapsed         | 71          |
|    total_timesteps      | 15616       |
| train/                  |             |
|    approx_kl            | 0.018931925 |
|    clip_fraction        | 0.132       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | -0.386      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0874      |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.0231     |
|    std                  | 1.03        |
|    value_loss           | 0.978       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 176         |
|    ep_rew_mean          | -5.321316   |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 62          |
|    time_elapsed         | 72          |
|    total_timesteps      | 15872       |
| train/                  |             |
|    approx_kl            | 0.014989953 |
|    clip_fraction        | 0.0883      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | -0.168      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.953       |
|    n_updates            | 610         |
|    policy_gradient_loss | -0.0171     |
|    std                  | 1.03        |
|    value_loss           | 2.96        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 177         |
|    ep_rew_mean          | -5.439969   |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 63          |
|    time_elapsed         | 73          |
|    total_timesteps      | 16128       |
| train/                  |             |
|    approx_kl            | 0.017711207 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.352       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.241       |
|    n_updates            | 620         |
|    policy_gradient_loss | -0.0199     |
|    std                  | 1.03        |
|    value_loss           | 0.542       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 175         |
|    ep_rew_mean          | -5.9711146  |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 64          |
|    time_elapsed         | 74          |
|    total_timesteps      | 16384       |
| train/                  |             |
|    approx_kl            | 0.024891904 |
|    clip_fraction        | 0.224       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.235       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.203       |
|    n_updates            | 630         |
|    policy_gradient_loss | -0.0371     |
|    std                  | 1.03        |
|    value_loss           | 1           |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 175        |
|    ep_rew_mean          | -5.9711146 |
| time/                   |            |
|    fps                  | 218        |
|    iterations           | 65         |
|    time_elapsed         | 76         |
|    total_timesteps      | 16640      |
| train/                  |            |
|    approx_kl            | 0.01493242 |
|    clip_fraction        | 0.0805     |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.5      |
|    explained_variance   | -0.0504    |
|    learning_rate        | 0.0003     |
|    loss                 | 12.5       |
|    n_updates            | 640        |
|    policy_gradient_loss | -0.00944   |
|    std                  | 1.03       |
|    value_loss           | 63.8       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 177         |
|    ep_rew_mean          | -6.414471   |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 66          |
|    time_elapsed         | 77          |
|    total_timesteps      | 16896       |
| train/                  |             |
|    approx_kl            | 0.008048613 |
|    clip_fraction        | 0.0715      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.559       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0228      |
|    n_updates            | 650         |
|    policy_gradient_loss | -0.013      |
|    std                  | 1.03        |
|    value_loss           | 0.943       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 178         |
|    ep_rew_mean          | -6.484281   |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 67          |
|    time_elapsed         | 78          |
|    total_timesteps      | 17152       |
| train/                  |             |
|    approx_kl            | 0.010251965 |
|    clip_fraction        | 0.0777      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.0866      |
|    learning_rate        | 0.0003      |
|    loss                 | 42.4        |
|    n_updates            | 660         |
|    policy_gradient_loss | -0.0169     |
|    std                  | 1.03        |
|    value_loss           | 58.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 178         |
|    ep_rew_mean          | -6.484281   |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 68          |
|    time_elapsed         | 79          |
|    total_timesteps      | 17408       |
| train/                  |             |
|    approx_kl            | 0.025681265 |
|    clip_fraction        | 0.236       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.181       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.272       |
|    n_updates            | 670         |
|    policy_gradient_loss | -0.0251     |
|    std                  | 1.03        |
|    value_loss           | 0.818       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 178         |
|    ep_rew_mean          | -5.878698   |
| time/                   |             |
|    fps                  | 218         |
|    iterations           | 69          |
|    time_elapsed         | 80          |
|    total_timesteps      | 17664       |
| train/                  |             |
|    approx_kl            | 0.019395988 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.563       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.036      |
|    n_updates            | 680         |
|    policy_gradient_loss | -0.023      |
|    std                  | 1.03        |
|    value_loss           | 0.36        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 178          |
|    ep_rew_mean          | -5.878698    |
| time/                   |              |
|    fps                  | 218          |
|    iterations           | 70           |
|    time_elapsed         | 82           |
|    total_timesteps      | 17920        |
| train/                  |              |
|    approx_kl            | 0.0070954175 |
|    clip_fraction        | 0.0332       |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.5        |
|    explained_variance   | 0.000383     |
|    learning_rate        | 0.0003       |
|    loss                 | 334          |
|    n_updates            | 690          |
|    policy_gradient_loss | -0.0165      |
|    std                  | 1.03         |
|    value_loss           | 439          |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 181        |
|    ep_rew_mean          | -4.8766756 |
| time/                   |            |
|    fps                  | 217        |
|    iterations           | 71         |
|    time_elapsed         | 83         |
|    total_timesteps      | 18176      |
| train/                  |            |
|    approx_kl            | 0.02309458 |
|    clip_fraction        | 0.246      |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.5      |
|    explained_variance   | 0.782      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0271    |
|    n_updates            | 700        |
|    policy_gradient_loss | -0.0279    |
|    std                  | 1.03       |
|    value_loss           | 0.0247     |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 181          |
|    ep_rew_mean          | -4.8766756   |
| time/                   |              |
|    fps                  | 217          |
|    iterations           | 72           |
|    time_elapsed         | 84           |
|    total_timesteps      | 18432        |
| train/                  |              |
|    approx_kl            | 0.0017650921 |
|    clip_fraction        | 0.000781     |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.5        |
|    explained_variance   | 0.0059       |
|    learning_rate        | 0.0003       |
|    loss                 | 225          |
|    n_updates            | 710          |
|    policy_gradient_loss | -0.000947    |
|    std                  | 1.03         |
|    value_loss           | 353          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 184         |
|    ep_rew_mean          | -4.954714   |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 73          |
|    time_elapsed         | 85          |
|    total_timesteps      | 18688       |
| train/                  |             |
|    approx_kl            | 0.011990132 |
|    clip_fraction        | 0.214       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.988       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0436     |
|    n_updates            | 720         |
|    policy_gradient_loss | -0.0268     |
|    std                  | 1.03        |
|    value_loss           | 0.0345      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 184         |
|    ep_rew_mean          | -4.954714   |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 74          |
|    time_elapsed         | 87          |
|    total_timesteps      | 18944       |
| train/                  |             |
|    approx_kl            | 0.037529957 |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.762       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.534       |
|    n_updates            | 730         |
|    policy_gradient_loss | -0.0267     |
|    std                  | 1.03        |
|    value_loss           | 0.978       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 188         |
|    ep_rew_mean          | -5.030342   |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 75          |
|    time_elapsed         | 88          |
|    total_timesteps      | 19200       |
| train/                  |             |
|    approx_kl            | 0.015960705 |
|    clip_fraction        | 0.203       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.953       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0239     |
|    n_updates            | 740         |
|    policy_gradient_loss | -0.0239     |
|    std                  | 1.03        |
|    value_loss           | 0.0172      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 191         |
|    ep_rew_mean          | -5.503884   |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 76          |
|    time_elapsed         | 89          |
|    total_timesteps      | 19456       |
| train/                  |             |
|    approx_kl            | 0.016977498 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.742       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.311       |
|    n_updates            | 750         |
|    policy_gradient_loss | -0.0335     |
|    std                  | 1.03        |
|    value_loss           | 0.629       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 191         |
|    ep_rew_mean          | -5.503884   |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 77          |
|    time_elapsed         | 90          |
|    total_timesteps      | 19712       |
| train/                  |             |
|    approx_kl            | 0.004724048 |
|    clip_fraction        | 0.00664     |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | -0.0954     |
|    learning_rate        | 0.0003      |
|    loss                 | 37.5        |
|    n_updates            | 760         |
|    policy_gradient_loss | -0.0111     |
|    std                  | 1.03        |
|    value_loss           | 74.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 194         |
|    ep_rew_mean          | -5.5192323  |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 78          |
|    time_elapsed         | 91          |
|    total_timesteps      | 19968       |
| train/                  |             |
|    approx_kl            | 0.013813607 |
|    clip_fraction        | 0.162       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0338     |
|    n_updates            | 770         |
|    policy_gradient_loss | -0.025      |
|    std                  | 1.03        |
|    value_loss           | 0.142       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 195         |
|    ep_rew_mean          | -5.551059   |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 79          |
|    time_elapsed         | 92          |
|    total_timesteps      | 20224       |
| train/                  |             |
|    approx_kl            | 0.018378375 |
|    clip_fraction        | 0.134       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.163       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.796       |
|    n_updates            | 780         |
|    policy_gradient_loss | -0.0239     |
|    std                  | 1.03        |
|    value_loss           | 3.16        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 195         |
|    ep_rew_mean          | -5.551059   |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 80          |
|    time_elapsed         | 94          |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.026683865 |
|    clip_fraction        | 0.244       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.0588      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.253       |
|    n_updates            | 790         |
|    policy_gradient_loss | -0.0365     |
|    std                  | 1.03        |
|    value_loss           | 0.845       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 198         |
|    ep_rew_mean          | -5.5929713  |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 81          |
|    time_elapsed         | 95          |
|    total_timesteps      | 20736       |
| train/                  |             |
|    approx_kl            | 0.014345241 |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0296     |
|    n_updates            | 800         |
|    policy_gradient_loss | -0.0218     |
|    std                  | 1.03        |
|    value_loss           | 0.0404      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 189        |
|    ep_rew_mean          | -5.633741  |
| time/                   |            |
|    fps                  | 217        |
|    iterations           | 82         |
|    time_elapsed         | 96         |
|    total_timesteps      | 20992      |
| train/                  |            |
|    approx_kl            | 0.01945896 |
|    clip_fraction        | 0.139      |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.5      |
|    explained_variance   | 0.882      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.19       |
|    n_updates            | 810        |
|    policy_gradient_loss | -0.0198    |
|    std                  | 1.03       |
|    value_loss           | 0.33       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 187         |
|    ep_rew_mean          | -4.5435343  |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 83          |
|    time_elapsed         | 97          |
|    total_timesteps      | 21248       |
| train/                  |             |
|    approx_kl            | 0.017695067 |
|    clip_fraction        | 0.135       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | -0.157      |
|    learning_rate        | 0.0003      |
|    loss                 | 1.07        |
|    n_updates            | 820         |
|    policy_gradient_loss | -0.015      |
|    std                  | 1.03        |
|    value_loss           | 1.93        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 191        |
|    ep_rew_mean          | -4.610347  |
| time/                   |            |
|    fps                  | 217        |
|    iterations           | 84         |
|    time_elapsed         | 98         |
|    total_timesteps      | 21504      |
| train/                  |            |
|    approx_kl            | 0.00242861 |
|    clip_fraction        | 0.000391   |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.5      |
|    explained_variance   | -0.0157    |
|    learning_rate        | 0.0003     |
|    loss                 | 138        |
|    n_updates            | 830        |
|    policy_gradient_loss | -0.00135   |
|    std                  | 1.03       |
|    value_loss           | 325        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 191         |
|    ep_rew_mean          | -4.610347   |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 85          |
|    time_elapsed         | 100         |
|    total_timesteps      | 21760       |
| train/                  |             |
|    approx_kl            | 0.036693044 |
|    clip_fraction        | 0.302       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.815       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.175       |
|    n_updates            | 840         |
|    policy_gradient_loss | -0.0384     |
|    std                  | 1.03        |
|    value_loss           | 0.371       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 195         |
|    ep_rew_mean          | -4.6614265  |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 86          |
|    time_elapsed         | 101         |
|    total_timesteps      | 22016       |
| train/                  |             |
|    approx_kl            | 0.029592995 |
|    clip_fraction        | 0.318       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.997       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0383     |
|    n_updates            | 850         |
|    policy_gradient_loss | -0.0397     |
|    std                  | 1.03        |
|    value_loss           | 0.0145      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 196         |
|    ep_rew_mean          | -3.574736   |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 87          |
|    time_elapsed         | 102         |
|    total_timesteps      | 22272       |
| train/                  |             |
|    approx_kl            | 0.031774096 |
|    clip_fraction        | 0.228       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.92        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00983     |
|    n_updates            | 860         |
|    policy_gradient_loss | -0.0301     |
|    std                  | 1.03        |
|    value_loss           | 0.307       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 196          |
|    ep_rew_mean          | -3.574736    |
| time/                   |              |
|    fps                  | 217          |
|    iterations           | 88           |
|    time_elapsed         | 103          |
|    total_timesteps      | 22528        |
| train/                  |              |
|    approx_kl            | 0.0028066388 |
|    clip_fraction        | 0.00156      |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.5        |
|    explained_variance   | 0.026        |
|    learning_rate        | 0.0003       |
|    loss                 | 97.8         |
|    n_updates            | 870          |
|    policy_gradient_loss | -0.00747     |
|    std                  | 1.03         |
|    value_loss           | 341          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 196         |
|    ep_rew_mean          | -3.574736   |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 89          |
|    time_elapsed         | 104         |
|    total_timesteps      | 22784       |
| train/                  |             |
|    approx_kl            | 0.014946463 |
|    clip_fraction        | 0.262       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0726     |
|    n_updates            | 880         |
|    policy_gradient_loss | -0.0345     |
|    std                  | 1.03        |
|    value_loss           | 0.0192      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 199         |
|    ep_rew_mean          | -3.7171981  |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 90          |
|    time_elapsed         | 106         |
|    total_timesteps      | 23040       |
| train/                  |             |
|    approx_kl            | 0.004909115 |
|    clip_fraction        | 0.0992      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0217     |
|    n_updates            | 890         |
