Logging to Training/Logs/PPO_testrew/PPO_4
-----------------------------------
| rollout/           |            |
|    total_timesteps      | 94208       |
| train/                  |             |
|    approx_kl            | 0.015365229 |
|    clip_fraction        | 0.183       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.859       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0531      |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.0146     |
|    std                  | 0.999       |
|    value_loss           | 0.182       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 189         |
|    ep_rew_mean          | -10.069935  |
| time/                   |             |
|    fps                  | 226         |
|    iterations           | 47          |
|    time_elapsed         | 425         |
|    total_timesteps      | 96256       |
| train/                  |             |
|    approx_kl            | 0.016194783 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.751       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0815      |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.0155     |
|    std                  | 1           |
|    value_loss           | 0.344       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 187         |
|    ep_rew_mean          | -9.964031   |
| time/                   |             |
|    fps                  | 226         |
|    iterations           | 48          |
|    time_elapsed         | 434         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.009320505 |
|    clip_fraction        | 0.074       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | -0.0394     |
|    learning_rate        | 0.0003      |
|    loss                 | 37.2        |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.00889    |
|    std                  | 1           |
|    value_loss           | 43.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 195         |
|    ep_rew_mean          | -11.3388405 |
| time/                   |             |
|    fps                  | 226         |
|    iterations           | 49          |
|    time_elapsed         | 443         |
|    total_timesteps      | 100352      |
| train/                  |             |
|    approx_kl            | 0.01374599  |
|    clip_fraction        | 0.152       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.547       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0859      |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.0172     |
|    std                  | 1.01        |
|    value_loss           | 0.343       |
-----------------------------------------
