Logging to Training/Logs/PPO_testrew/PPO_2
-----------------------------------
| rollout/           |            |
|    ep_rew_mean          | -18.1992  |
| time/                   |           |
|    fps                  | 219       |
|    iterations           | 46        |
|    time_elapsed         | 53        |
|    total_timesteps      | 11776     |
| train/                  |           |
|    approx_kl            | 0.0153395 |
|    clip_fraction        | 0.205     |
|    clip_range           | 0.2       |
|    entropy_loss         | -14.7     |
|    explained_variance   | 0.874     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.0146    |
|    n_updates            | 1450      |
|    policy_gradient_loss | -0.0281   |
|    std                  | 1.05      |
|    value_loss           | 0.23      |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 184         |
|    ep_rew_mean          | -18.133028  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 47          |
|    time_elapsed         | 54          |
|    total_timesteps      | 12032       |
| train/                  |             |
|    approx_kl            | 0.019615054 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.325       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.687       |
|    n_updates            | 1460        |
|    policy_gradient_loss | -0.0252     |
|    std                  | 1.05        |
|    value_loss           | 1.56        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 183         |
|    ep_rew_mean          | -18.029726  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 48          |
|    time_elapsed         | 55          |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.008524789 |
|    clip_fraction        | 0.0547      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.944       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0173     |
|    n_updates            | 1470        |
|    policy_gradient_loss | -0.01       |
|    std                  | 1.05        |
|    value_loss           | 0.226       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 186         |
|    ep_rew_mean          | -18.11048   |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 49          |
|    time_elapsed         | 57          |
|    total_timesteps      | 12544       |
| train/                  |             |
|    approx_kl            | 0.022405209 |
|    clip_fraction        | 0.223       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.659       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.116       |
|    n_updates            | 1480        |
|    policy_gradient_loss | -0.0383     |
|    std                  | 1.05        |
|    value_loss           | 0.372       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 186         |
|    ep_rew_mean          | -18.11048   |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 50          |
|    time_elapsed         | 58          |
|    total_timesteps      | 12800       |
| train/                  |             |
|    approx_kl            | 0.027786579 |
|    clip_fraction        | 0.218       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.99        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0493     |
|    n_updates            | 1490        |
|    policy_gradient_loss | -0.0317     |
|    std                  | 1.05        |
|    value_loss           | 0.0455      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 186        |
|    ep_rew_mean          | -18.11048  |
| time/                   |            |
|    fps                  | 219        |
|    iterations           | 51         |
|    time_elapsed         | 59         |
|    total_timesteps      | 13056      |
| train/                  |            |
|    approx_kl            | 0.02113273 |
|    clip_fraction        | 0.161      |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.7      |
|    explained_variance   | 0.949      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00729   |
|    n_updates            | 1500       |
|    policy_gradient_loss | -0.0262    |
|    std                  | 1.05       |
|    value_loss           | 0.101      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 195         |
|    ep_rew_mean          | -19.030157  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 52          |
|    time_elapsed         | 60          |
|    total_timesteps      | 13312       |
| train/                  |             |
|    approx_kl            | 0.014443148 |
|    clip_fraction        | 0.22        |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.775       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.012      |
|    n_updates            | 1510        |
|    policy_gradient_loss | -0.0328     |
|    std                  | 1.05        |
|    value_loss           | 0.0848      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 193         |
|    ep_rew_mean          | -18.80662   |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 53          |
|    time_elapsed         | 61          |
|    total_timesteps      | 13568       |
| train/                  |             |
|    approx_kl            | 0.016679235 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.6       |
|    explained_variance   | 0.959       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0092     |
|    n_updates            | 1520        |
|    policy_gradient_loss | -0.0171     |
|    std                  | 1.05        |
|    value_loss           | 0.35        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 193         |
|    ep_rew_mean          | -18.80662   |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 54          |
|    time_elapsed         | 62          |
|    total_timesteps      | 13824       |
| train/                  |             |
|    approx_kl            | 0.013041249 |
|    clip_fraction        | 0.0914      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.662       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.319       |
|    n_updates            | 1530        |
|    policy_gradient_loss | -0.0174     |
|    std                  | 1.05        |
|    value_loss           | 0.838       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 198         |
|    ep_rew_mean          | -19.160975  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 55          |
|    time_elapsed         | 64          |
|    total_timesteps      | 14080       |
| train/                  |             |
|    approx_kl            | 0.019177973 |
|    clip_fraction        | 0.171       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.984       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.015      |
|    n_updates            | 1540        |
|    policy_gradient_loss | -0.0211     |
|    std                  | 1.05        |
|    value_loss           | 0.123       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 193         |
|    ep_rew_mean          | -18.809832  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 56          |
|    time_elapsed         | 65          |
|    total_timesteps      | 14336       |
| train/                  |             |
|    approx_kl            | 0.014127266 |
|    clip_fraction        | 0.214       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.796       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00854     |
|    n_updates            | 1550        |
|    policy_gradient_loss | -0.0238     |
|    std                  | 1.05        |
|    value_loss           | 0.0458      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 192         |
|    ep_rew_mean          | -18.698519  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 57          |
|    time_elapsed         | 66          |
|    total_timesteps      | 14592       |
| train/                  |             |
|    approx_kl            | 0.013858577 |
|    clip_fraction        | 0.0902      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | -0.0569     |
|    learning_rate        | 0.0003      |
|    loss                 | 1.83        |
|    n_updates            | 1560        |
|    policy_gradient_loss | -0.0259     |
|    std                  | 1.05        |
|    value_loss           | 3.26        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 195         |
|    ep_rew_mean          | -18.748142  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 58          |
|    time_elapsed         | 67          |
|    total_timesteps      | 14848       |
| train/                  |             |
|    approx_kl            | 0.013514437 |
|    clip_fraction        | 0.135       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.586       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.471       |
|    n_updates            | 1570        |
|    policy_gradient_loss | -0.0221     |
|    std                  | 1.05        |
|    value_loss           | 0.967       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 193         |
|    ep_rew_mean          | -18.57118   |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 59          |
|    time_elapsed         | 68          |
|    total_timesteps      | 15104       |
| train/                  |             |
|    approx_kl            | 0.014087192 |
|    clip_fraction        | 0.186       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.6       |
|    explained_variance   | 0.907       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0357      |
|    n_updates            | 1580        |
|    policy_gradient_loss | -0.016      |
|    std                  | 1.05        |
|    value_loss           | 0.195       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 189         |
|    ep_rew_mean          | -18.285566  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 60          |
|    time_elapsed         | 69          |
|    total_timesteps      | 15360       |
| train/                  |             |
|    approx_kl            | 0.015935943 |
|    clip_fraction        | 0.17        |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.0939      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.625       |
|    n_updates            | 1590        |
|    policy_gradient_loss | -0.0291     |
|    std                  | 1.05        |
|    value_loss           | 1.74        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 184        |
|    ep_rew_mean          | -17.918642 |
| time/                   |            |
|    fps                  | 219        |
|    iterations           | 61         |
|    time_elapsed         | 70         |
|    total_timesteps      | 15616      |
| train/                  |            |
|    approx_kl            | 0.01853942 |
|    clip_fraction        | 0.164      |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.7      |
|    explained_variance   | 0.336      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.721      |
|    n_updates            | 1600       |
|    policy_gradient_loss | -0.0255    |
|    std                  | 1.05       |
|    value_loss           | 1.66       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 184         |
|    ep_rew_mean          | -17.918642  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 62          |
|    time_elapsed         | 72          |
|    total_timesteps      | 15872       |
| train/                  |             |
|    approx_kl            | 0.021904502 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.12        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.686       |
|    n_updates            | 1610        |
|    policy_gradient_loss | -0.0296     |
|    std                  | 1.05        |
|    value_loss           | 2.39        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 184         |
|    ep_rew_mean          | -17.918642  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 63          |
|    time_elapsed         | 73          |
|    total_timesteps      | 16128       |
| train/                  |             |
|    approx_kl            | 0.017225938 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.986       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0465     |
|    n_updates            | 1620        |
|    policy_gradient_loss | -0.0209     |
|    std                  | 1.05        |
|    value_loss           | 0.0988      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 188         |
|    ep_rew_mean          | -18.021431  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 64          |
|    time_elapsed         | 74          |
|    total_timesteps      | 16384       |
| train/                  |             |
|    approx_kl            | 0.016293326 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.802       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0174     |
|    n_updates            | 1630        |
|    policy_gradient_loss | -0.0223     |
|    std                  | 1.05        |
|    value_loss           | 0.269       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 188         |
|    ep_rew_mean          | -18.021431  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 65          |
|    time_elapsed         | 75          |
|    total_timesteps      | 16640       |
| train/                  |             |
|    approx_kl            | 0.022344457 |
|    clip_fraction        | 0.233       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0536     |
|    n_updates            | 1640        |
|    policy_gradient_loss | -0.0327     |
|    std                  | 1.05        |
|    value_loss           | 0.0488      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 192         |
|    ep_rew_mean          | -18.032297  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 66          |
|    time_elapsed         | 76          |
|    total_timesteps      | 16896       |
| train/                  |             |
|    approx_kl            | 0.010436328 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.974       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.000996   |
|    n_updates            | 1650        |
|    policy_gradient_loss | -0.017      |
|    std                  | 1.05        |
|    value_loss           | 0.0831      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 194         |
|    ep_rew_mean          | -18.001013  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 67          |
|    time_elapsed         | 77          |
|    total_timesteps      | 17152       |
| train/                  |             |
|    approx_kl            | 0.020022167 |
|    clip_fraction        | 0.193       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.952       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0428      |
|    n_updates            | 1660        |
|    policy_gradient_loss | -0.034      |
|    std                  | 1.05        |
|    value_loss           | 0.148       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 194         |
|    ep_rew_mean          | -18.001013  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 68          |
|    time_elapsed         | 79          |
|    total_timesteps      | 17408       |
| train/                  |             |
|    approx_kl            | 0.010172985 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.851       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.103       |
|    n_updates            | 1670        |
|    policy_gradient_loss | -0.0208     |
|    std                  | 1.05        |
|    value_loss           | 0.459       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 195         |
|    ep_rew_mean          | -17.91399   |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 69          |
|    time_elapsed         | 80          |
|    total_timesteps      | 17664       |
| train/                  |             |
|    approx_kl            | 0.012307618 |
|    clip_fraction        | 0.137       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.946       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00566    |
|    n_updates            | 1680        |
|    policy_gradient_loss | -0.018      |
|    std                  | 1.05        |
|    value_loss           | 0.0522      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 190         |
|    ep_rew_mean          | -17.609495  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 70          |
|    time_elapsed         | 81          |
|    total_timesteps      | 17920       |
| train/                  |             |
|    approx_kl            | 0.014083475 |
|    clip_fraction        | 0.0813      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.609       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.478       |
|    n_updates            | 1690        |
|    policy_gradient_loss | -0.0237     |
|    std                  | 1.05        |
|    value_loss           | 1.89        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 190         |
|    ep_rew_mean          | -17.609495  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 71          |
|    time_elapsed         | 82          |
|    total_timesteps      | 18176       |
| train/                  |             |
|    approx_kl            | 0.010122361 |
|    clip_fraction        | 0.0516      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.272       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.74        |
|    n_updates            | 1700        |
|    policy_gradient_loss | -0.0167     |
|    std                  | 1.05        |
|    value_loss           | 4.17        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 190         |
|    ep_rew_mean          | -17.581728  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 72          |
|    time_elapsed         | 83          |
|    total_timesteps      | 18432       |
| train/                  |             |
|    approx_kl            | 0.013398265 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.929       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.031      |
|    n_updates            | 1710        |
|    policy_gradient_loss | -0.0235     |
|    std                  | 1.05        |
|    value_loss           | 0.0693      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 190        |
|    ep_rew_mean          | -17.581728 |
| time/                   |            |
|    fps                  | 219        |
|    iterations           | 73         |
|    time_elapsed         | 85         |
|    total_timesteps      | 18688      |
| train/                  |            |
|    approx_kl            | 0.02021033 |
|    clip_fraction        | 0.18       |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.7      |
|    explained_variance   | 0.643      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0257     |
|    n_updates            | 1720       |
|    policy_gradient_loss | -0.0355    |
|    std                  | 1.05       |
|    value_loss           | 0.739      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 193        |
|    ep_rew_mean          | -17.624407 |
| time/                   |            |
|    fps                  | 219        |
|    iterations           | 74         |
|    time_elapsed         | 86         |
|    total_timesteps      | 18944      |
| train/                  |            |
|    approx_kl            | 0.01757703 |
|    clip_fraction        | 0.161      |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.7      |
|    explained_variance   | 0.957      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0062    |
|    n_updates            | 1730       |
|    policy_gradient_loss | -0.0252    |
|    std                  | 1.05       |
|    value_loss           | 0.101      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 193         |
|    ep_rew_mean          | -17.6293    |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 75          |
|    time_elapsed         | 87          |
|    total_timesteps      | 19200       |
| train/                  |             |
|    approx_kl            | 0.016168442 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.938       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00866    |
|    n_updates            | 1740        |
|    policy_gradient_loss | -0.0243     |
|    std                  | 1.05        |
|    value_loss           | 0.123       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 190         |
|    ep_rew_mean          | -17.104904  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 76          |
|    time_elapsed         | 88          |
|    total_timesteps      | 19456       |
| train/                  |             |
|    approx_kl            | 0.014027913 |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.661       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.248       |
|    n_updates            | 1750        |
|    policy_gradient_loss | -0.0301     |
|    std                  | 1.05        |
|    value_loss           | 1.45        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 192         |
|    ep_rew_mean          | -16.763647  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 77          |
|    time_elapsed         | 89          |
|    total_timesteps      | 19712       |
| train/                  |             |
|    approx_kl            | 0.019529175 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.309       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.78        |
|    n_updates            | 1760        |
|    policy_gradient_loss | -0.0264     |
|    std                  | 1.05        |
|    value_loss           | 1.85        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 192         |
|    ep_rew_mean          | -16.763647  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 78          |
|    time_elapsed         | 90          |
|    total_timesteps      | 19968       |
| train/                  |             |
|    approx_kl            | 0.018740121 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.956       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0044     |
|    n_updates            | 1770        |
|    policy_gradient_loss | -0.0193     |
|    std                  | 1.05        |
|    value_loss           | 0.11        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 195         |
|    ep_rew_mean          | -16.404324  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 79          |
|    time_elapsed         | 92          |
|    total_timesteps      | 20224       |
| train/                  |             |
|    approx_kl            | 0.010515055 |
|    clip_fraction        | 0.0938      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.973       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0256     |
|    n_updates            | 1780        |
|    policy_gradient_loss | -0.0141     |
|    std                  | 1.05        |
|    value_loss           | 0.0573      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 195         |
|    ep_rew_mean          | -16.339184  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 80          |
|    time_elapsed         | 93          |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.013035278 |
|    clip_fraction        | 0.112       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.957       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0209     |
|    n_updates            | 1790        |
|    policy_gradient_loss | -0.0301     |
|    std                  | 1.05        |
|    value_loss           | 0.115       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 193         |
|    ep_rew_mean          | -16.177153  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 81          |
|    time_elapsed         | 94          |
|    total_timesteps      | 20736       |
| train/                  |             |
|    approx_kl            | 0.018843062 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.68        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0473      |
|    n_updates            | 1800        |
|    policy_gradient_loss | -0.0184     |
|    std                  | 1.05        |
|    value_loss           | 0.476       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 193        |
|    ep_rew_mean          | -16.177153 |
| time/                   |            |
|    fps                  | 219        |
|    iterations           | 82         |
|    time_elapsed         | 95         |
|    total_timesteps      | 20992      |
| train/                  |            |
|    approx_kl            | 0.02033343 |
|    clip_fraction        | 0.212      |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.7      |
|    explained_variance   | 0.695      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0859     |
|    n_updates            | 1810       |
|    policy_gradient_loss | -0.0271    |
|    std                  | 1.06       |
|    value_loss           | 0.426      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 194         |
|    ep_rew_mean          | -16.22292   |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 83          |
|    time_elapsed         | 96          |
|    total_timesteps      | 21248       |
| train/                  |             |
|    approx_kl            | 0.014092954 |
|    clip_fraction        | 0.0832      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.468       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.000276   |
|    n_updates            | 1820        |
|    policy_gradient_loss | -0.0122     |
|    std                  | 1.05        |
|    value_loss           | 0.0896      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 194         |
|    ep_rew_mean          | -16.22292   |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 84          |
|    time_elapsed         | 97          |
|    total_timesteps      | 21504       |
| train/                  |             |
|    approx_kl            | 0.013326255 |
|    clip_fraction        | 0.0883      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.698       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.554       |
|    n_updates            | 1830        |
|    policy_gradient_loss | -0.0187     |
|    std                  | 1.05        |
|    value_loss           | 1.57        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 193         |
|    ep_rew_mean          | -15.777184  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 85          |
|    time_elapsed         | 99          |
|    total_timesteps      | 21760       |
| train/                  |             |
|    approx_kl            | 0.012449114 |
|    clip_fraction        | 0.104       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0113     |
|    n_updates            | 1840        |
|    policy_gradient_loss | -0.0192     |
|    std                  | 1.06        |
|    value_loss           | 0.0456      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 193          |
|    ep_rew_mean          | -15.777184   |
| time/                   |              |
|    fps                  | 219          |
|    iterations           | 86           |
|    time_elapsed         | 100          |
|    total_timesteps      | 22016        |
| train/                  |              |
|    approx_kl            | 0.0111130895 |
|    clip_fraction        | 0.077        |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.7        |
|    explained_variance   | 0.809        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.729        |
|    n_updates            | 1850         |
|    policy_gradient_loss | -0.0118      |
|    std                  | 1.06         |
|    value_loss           | 1.69         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 193         |
|    ep_rew_mean          | -15.344061  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 87          |
|    time_elapsed         | 101         |
|    total_timesteps      | 22272       |
| train/                  |             |
|    approx_kl            | 0.014881242 |
|    clip_fraction        | 0.174       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.988       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00263    |
|    n_updates            | 1860        |
|    policy_gradient_loss | -0.0203     |
|    std                  | 1.06        |
|    value_loss           | 0.0264      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 193         |
|    ep_rew_mean          | -15.344061  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 88          |
|    time_elapsed         | 102         |
|    total_timesteps      | 22528       |
| train/                  |             |
|    approx_kl            | 0.008043267 |
|    clip_fraction        | 0.0766      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.8       |
|    explained_variance   | 0.302       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.718       |
|    n_updates            | 1870        |
|    policy_gradient_loss | -0.0187     |
|    std                  | 1.06        |
|    value_loss           | 3.07        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 191         |
|    ep_rew_mean          | -15.217179  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 89          |
|    time_elapsed         | 103         |
|    total_timesteps      | 22784       |
| train/                  |             |
|    approx_kl            | 0.008428363 |
|    clip_fraction        | 0.0711      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.956       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0102     |
|    n_updates            | 1880        |
|    policy_gradient_loss | -0.0142     |
|    std                  | 1.06        |
|    value_loss           | 0.0716      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 194         |
|    ep_rew_mean          | -15.277147  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 90          |
|    time_elapsed         | 104         |
|    total_timesteps      | 23040       |
| train/                  |             |
|    approx_kl            | 0.018617755 |
|    clip_fraction        | 0.112       |
|    clip_range           | 0.2         |
