Logging to Training/Logs/FINALPPO_200K/PPO_2
----------------------------------
| rollout/           |           |
|    ep_rew_mean          | -11.311017  |
| time/                   |             |
|    fps                  | 213         |
|    iterations           | 46          |
|    time_elapsed         | 55          |
|    total_timesteps      | 11776       |
| train/                  |             |
|    approx_kl            | 0.010383251 |
|    clip_fraction        | 0.0578      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.3       |
|    explained_variance   | -0.661      |
|    learning_rate        | 0.0003      |
|    loss                 | 1.2         |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.0217     |
|    std                  | 1.01        |
|    value_loss           | 2.56        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 165         |
|    ep_rew_mean          | -11.311017  |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 47          |
|    time_elapsed         | 56          |
|    total_timesteps      | 12032       |
| train/                  |             |
|    approx_kl            | 0.022711618 |
|    clip_fraction        | 0.209       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.3       |
|    explained_variance   | 0.509       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.422       |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.023      |
|    std                  | 1.01        |
|    value_loss           | 1.05        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 166         |
|    ep_rew_mean          | -11.245799  |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 48          |
|    time_elapsed         | 57          |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.011560663 |
|    clip_fraction        | 0.0844      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.3       |
|    explained_variance   | 0.979       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0184     |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.0168     |
|    std                  | 1.01        |
|    value_loss           | 0.105       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 169         |
|    ep_rew_mean          | -11.078359  |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 49          |
|    time_elapsed         | 58          |
|    total_timesteps      | 12544       |
| train/                  |             |
|    approx_kl            | 0.013694762 |
|    clip_fraction        | 0.132       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.3       |
|    explained_variance   | 0.411       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.917       |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.0239     |
|    std                  | 1.01        |
|    value_loss           | 1.71        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 170         |
|    ep_rew_mean          | -11.067833  |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 50          |
|    time_elapsed         | 59          |
|    total_timesteps      | 12800       |
| train/                  |             |
|    approx_kl            | 0.023172509 |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.3       |
|    explained_variance   | 0.655       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.098       |
|    n_updates            | 490         |
|    policy_gradient_loss | -0.0278     |
|    std                  | 1.01        |
|    value_loss           | 0.701       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 169         |
|    ep_rew_mean          | -11.046463  |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 51          |
|    time_elapsed         | 60          |
|    total_timesteps      | 13056       |
| train/                  |             |
|    approx_kl            | 0.020385917 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.3       |
|    explained_variance   | 0.463       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.208       |
|    n_updates            | 500         |
|    policy_gradient_loss | -0.0187     |
|    std                  | 1.01        |
|    value_loss           | 0.785       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 169         |
|    ep_rew_mean          | -11.046463  |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 52          |
|    time_elapsed         | 62          |
|    total_timesteps      | 13312       |
| train/                  |             |
|    approx_kl            | 0.010720028 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.3       |
|    explained_variance   | 0.159       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.526       |
|    n_updates            | 510         |
|    policy_gradient_loss | -0.0155     |
|    std                  | 1.01        |
|    value_loss           | 1.66        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 169          |
|    ep_rew_mean          | -11.046463   |
| time/                   |              |
|    fps                  | 214          |
|    iterations           | 53           |
|    time_elapsed         | 63           |
|    total_timesteps      | 13568        |
| train/                  |              |
|    approx_kl            | 0.0070609003 |
|    clip_fraction        | 0.0344       |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.3        |
|    explained_variance   | 0.666        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0285       |
|    n_updates            | 520          |
|    policy_gradient_loss | -0.0102      |
|    std                  | 1.02         |
|    value_loss           | 0.671        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 177         |
|    ep_rew_mean          | -10.761415  |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 54          |
|    time_elapsed         | 64          |
|    total_timesteps      | 13824       |
| train/                  |             |
|    approx_kl            | 0.013562454 |
|    clip_fraction        | 0.0609      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.3       |
|    explained_variance   | -0.257      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0546      |
|    n_updates            | 530         |
|    policy_gradient_loss | -0.00936    |
|    std                  | 1.02        |
|    value_loss           | 1.83        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 177         |
|    ep_rew_mean          | -10.761415  |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 55          |
|    time_elapsed         | 65          |
|    total_timesteps      | 14080       |
| train/                  |             |
|    approx_kl            | 0.012423914 |
|    clip_fraction        | 0.082       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.685       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.473       |
|    n_updates            | 540         |
|    policy_gradient_loss | -0.0187     |
|    std                  | 1.02        |
|    value_loss           | 0.823       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 183         |
|    ep_rew_mean          | -10.488837  |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 56          |
|    time_elapsed         | 66          |
|    total_timesteps      | 14336       |
| train/                  |             |
|    approx_kl            | 0.011182518 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.527       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0232     |
|    n_updates            | 550         |
|    policy_gradient_loss | -0.019      |
|    std                  | 1.02        |
|    value_loss           | 0.214       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 182         |
|    ep_rew_mean          | -9.083171   |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 57          |
|    time_elapsed         | 68          |
|    total_timesteps      | 14592       |
| train/                  |             |
|    approx_kl            | 0.006907346 |
|    clip_fraction        | 0.0895      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.3       |
|    explained_variance   | 0.242       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.352       |
|    n_updates            | 560         |
|    policy_gradient_loss | -0.0128     |
|    std                  | 1.02        |
|    value_loss           | 1.65        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 182         |
|    ep_rew_mean          | -9.083171   |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 58          |
|    time_elapsed         | 69          |
|    total_timesteps      | 14848       |
| train/                  |             |
|    approx_kl            | 0.010150915 |
|    clip_fraction        | 0.0754      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.0125      |
|    learning_rate        | 0.0003      |
|    loss                 | 68.2        |
|    n_updates            | 570         |
|    policy_gradient_loss | -0.0109     |
|    std                  | 1.02        |
|    value_loss           | 132         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 186        |
|    ep_rew_mean          | -8.855655  |
| time/                   |            |
|    fps                  | 214        |
|    iterations           | 59         |
|    time_elapsed         | 70         |
|    total_timesteps      | 15104      |
| train/                  |            |
|    approx_kl            | 0.00974306 |
|    clip_fraction        | 0.144      |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.4      |
|    explained_variance   | 0.801      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0174    |
|    n_updates            | 580        |
|    policy_gradient_loss | -0.0183    |
|    std                  | 1.02       |
|    value_loss           | 0.0791     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 186         |
|    ep_rew_mean          | -8.855655   |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 60          |
|    time_elapsed         | 71          |
|    total_timesteps      | 15360       |
| train/                  |             |
|    approx_kl            | 0.016897297 |
|    clip_fraction        | 0.0957      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | -0.167      |
|    learning_rate        | 0.0003      |
|    loss                 | 1.89        |
|    n_updates            | 590         |
|    policy_gradient_loss | -0.0205     |
|    std                  | 1.02        |
|    value_loss           | 3.34        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 190         |
|    ep_rew_mean          | -8.712649   |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 61          |
|    time_elapsed         | 72          |
|    total_timesteps      | 15616       |
| train/                  |             |
|    approx_kl            | 0.012641054 |
|    clip_fraction        | 0.168       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.956       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.013      |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.0252     |
|    std                  | 1.02        |
|    value_loss           | 0.0334      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 190        |
|    ep_rew_mean          | -8.712649  |
| time/                   |            |
|    fps                  | 214        |
|    iterations           | 62         |
|    time_elapsed         | 73         |
|    total_timesteps      | 15872      |
| train/                  |            |
|    approx_kl            | 0.00913446 |
|    clip_fraction        | 0.0527     |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.4      |
|    explained_variance   | 0.532      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0773     |
|    n_updates            | 610        |
|    policy_gradient_loss | -0.0176    |
|    std                  | 1.03       |
|    value_loss           | 1.19       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 195         |
|    ep_rew_mean          | -8.405834   |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 63          |
|    time_elapsed         | 75          |
|    total_timesteps      | 16128       |
| train/                  |             |
|    approx_kl            | 0.013531527 |
|    clip_fraction        | 0.0926      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.963       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00573     |
|    n_updates            | 620         |
|    policy_gradient_loss | -0.0128     |
|    std                  | 1.02        |
|    value_loss           | 0.193       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 195         |
|    ep_rew_mean          | -8.405834   |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 64          |
|    time_elapsed         | 76          |
|    total_timesteps      | 16384       |
| train/                  |             |
|    approx_kl            | 0.008184395 |
|    clip_fraction        | 0.0699      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.711       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.259       |
|    n_updates            | 630         |
|    policy_gradient_loss | -0.0126     |
|    std                  | 1.02        |
|    value_loss           | 1.03        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 198          |
|    ep_rew_mean          | -8.301005    |
| time/                   |              |
|    fps                  | 214          |
|    iterations           | 65           |
|    time_elapsed         | 77           |
|    total_timesteps      | 16640        |
| train/                  |              |
|    approx_kl            | 0.0150104035 |
|    clip_fraction        | 0.152        |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.4        |
|    explained_variance   | 0.585        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0329      |
|    n_updates            | 640          |
|    policy_gradient_loss | -0.0228      |
|    std                  | 1.02         |
|    value_loss           | 0.0699       |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 198        |
|    ep_rew_mean          | -8.301005  |
| time/                   |            |
|    fps                  | 214        |
|    iterations           | 66         |
|    time_elapsed         | 78         |
|    total_timesteps      | 16896      |
| train/                  |            |
|    approx_kl            | 0.01670564 |
|    clip_fraction        | 0.109      |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.4      |
|    explained_variance   | 0.32       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.722      |
|    n_updates            | 650        |
|    policy_gradient_loss | -0.0153    |
|    std                  | 1.02       |
|    value_loss           | 3.01       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 201         |
|    ep_rew_mean          | -8.186019   |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 67          |
|    time_elapsed         | 79          |
|    total_timesteps      | 17152       |
| train/                  |             |
|    approx_kl            | 0.016733546 |
|    clip_fraction        | 0.169       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0416     |
|    n_updates            | 660         |
|    policy_gradient_loss | -0.0262     |
|    std                  | 1.02        |
|    value_loss           | 0.00558     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 197        |
|    ep_rew_mean          | -8.22868   |
| time/                   |            |
|    fps                  | 214        |
|    iterations           | 68         |
|    time_elapsed         | 81         |
|    total_timesteps      | 17408      |
| train/                  |            |
|    approx_kl            | 0.01294453 |
|    clip_fraction        | 0.13       |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.4      |
|    explained_variance   | 0.639      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.231      |
|    n_updates            | 670        |
|    policy_gradient_loss | -0.0144    |
|    std                  | 1.02       |
|    value_loss           | 0.809      |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 195          |
|    ep_rew_mean          | -8.2582245   |
| time/                   |              |
|    fps                  | 214          |
|    iterations           | 69           |
|    time_elapsed         | 82           |
|    total_timesteps      | 17664        |
| train/                  |              |
|    approx_kl            | 0.0064180545 |
|    clip_fraction        | 0.0277       |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.4        |
|    explained_variance   | -0.371       |
|    learning_rate        | 0.0003       |
|    loss                 | 2.77         |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.00814     |
|    std                  | 1.02         |
|    value_loss           | 6.93         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 193          |
|    ep_rew_mean          | -8.287512    |
| time/                   |              |
|    fps                  | 214          |
|    iterations           | 70           |
|    time_elapsed         | 83           |
|    total_timesteps      | 17920        |
| train/                  |              |
|    approx_kl            | 0.0076311138 |
|    clip_fraction        | 0.0621       |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.4        |
|    explained_variance   | 0.501        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.04         |
|    n_updates            | 690          |
|    policy_gradient_loss | -0.0194      |
|    std                  | 1.02         |
|    value_loss           | 2.43         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 194        |
|    ep_rew_mean          | -8.259612  |
| time/                   |            |
|    fps                  | 214        |
|    iterations           | 71         |
|    time_elapsed         | 84         |
|    total_timesteps      | 18176      |
| train/                  |            |
|    approx_kl            | 0.01089962 |
|    clip_fraction        | 0.154      |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.4      |
|    explained_variance   | 0.0632     |
|    learning_rate        | 0.0003     |
|    loss                 | 1.09       |
|    n_updates            | 700        |
|    policy_gradient_loss | -0.023     |
|    std                  | 1.02       |
|    value_loss           | 2.95       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 194         |
|    ep_rew_mean          | -8.259612   |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 72          |
|    time_elapsed         | 85          |
|    total_timesteps      | 18432       |
| train/                  |             |
|    approx_kl            | 0.015120901 |
|    clip_fraction        | 0.0941      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | -0.0171     |
|    learning_rate        | 0.0003      |
|    loss                 | 0.714       |
|    n_updates            | 710         |
|    policy_gradient_loss | -0.0182     |
|    std                  | 1.02        |
|    value_loss           | 1.68        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 196         |
|    ep_rew_mean          | -8.1907015  |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 73          |
|    time_elapsed         | 86          |
|    total_timesteps      | 18688       |
| train/                  |             |
|    approx_kl            | 0.018232452 |
|    clip_fraction        | 0.156       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.954       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0337      |
|    n_updates            | 720         |
|    policy_gradient_loss | -0.0213     |
|    std                  | 1.02        |
|    value_loss           | 0.167       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 192        |
|    ep_rew_mean          | -8.241476  |
| time/                   |            |
|    fps                  | 214        |
|    iterations           | 74         |
|    time_elapsed         | 88         |
|    total_timesteps      | 18944      |
| train/                  |            |
|    approx_kl            | 0.01189211 |
|    clip_fraction        | 0.12       |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.4      |
|    explained_variance   | 0.575      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.393      |
|    n_updates            | 730        |
|    policy_gradient_loss | -0.0191    |
|    std                  | 1.02       |
|    value_loss           | 1.45       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 192         |
|    ep_rew_mean          | -8.241476   |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 75          |
|    time_elapsed         | 89          |
|    total_timesteps      | 19200       |
| train/                  |             |
|    approx_kl            | 0.011952611 |
|    clip_fraction        | 0.108       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.174       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.91        |
|    n_updates            | 740         |
|    policy_gradient_loss | -0.0223     |
|    std                  | 1.02        |
|    value_loss           | 3.65        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 195         |
|    ep_rew_mean          | -8.176256   |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 76          |
|    time_elapsed         | 90          |
|    total_timesteps      | 19456       |
| train/                  |             |
|    approx_kl            | 0.016491853 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.901       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0455     |
|    n_updates            | 750         |
|    policy_gradient_loss | -0.0158     |
|    std                  | 1.02        |
|    value_loss           | 0.0762      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 196         |
|    ep_rew_mean          | -8.178433   |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 77          |
|    time_elapsed         | 91          |
|    total_timesteps      | 19712       |
| train/                  |             |
|    approx_kl            | 0.015461849 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.554       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.295       |
|    n_updates            | 760         |
|    policy_gradient_loss | -0.0206     |
|    std                  | 1.02        |
|    value_loss           | 1.15        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 196         |
|    ep_rew_mean          | -8.174034   |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 78          |
|    time_elapsed         | 92          |
|    total_timesteps      | 19968       |
| train/                  |             |
|    approx_kl            | 0.006384462 |
|    clip_fraction        | 0.0813      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.786       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.239       |
|    n_updates            | 770         |
|    policy_gradient_loss | -0.0147     |
|    std                  | 1.02        |
|    value_loss           | 0.79        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 198        |
|    ep_rew_mean          | -8.12112   |
| time/                   |            |
|    fps                  | 214        |
|    iterations           | 79         |
|    time_elapsed         | 94         |
|    total_timesteps      | 20224      |
| train/                  |            |
|    approx_kl            | 0.01361097 |
|    clip_fraction        | 0.125      |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.4      |
|    explained_variance   | 0.0945     |
|    learning_rate        | 0.0003     |
|    loss                 | 1.29       |
|    n_updates            | 780        |
|    policy_gradient_loss | -0.0277    |
|    std                  | 1.02       |
|    value_loss           | 3.17       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 199         |
|    ep_rew_mean          | -8.103955   |
| time/                   |             |
|    fps                  | 214         |
|    iterations           | 80          |
|    time_elapsed         | 95          |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.013373545 |
|    clip_fraction        | 0.0996      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.454       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.18        |
|    n_updates            | 790         |
|    policy_gradient_loss | -0.0206     |
|    std                  | 1.02        |
|    value_loss           | 2.89        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 198         |
|    ep_rew_mean          | -8.106559   |
| time/                   |             |
|    fps                  | 215         |
|    iterations           | 81          |
|    time_elapsed         | 96          |
|    total_timesteps      | 20736       |
| train/                  |             |
|    approx_kl            | 0.013549073 |
|    clip_fraction        | 0.0973      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.23        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.778       |
|    n_updates            | 800         |
|    policy_gradient_loss | -0.0169     |
|    std                  | 1.02        |
|    value_loss           | 2.24        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 198         |
|    ep_rew_mean          | -8.106559   |
| time/                   |             |
|    fps                  | 215         |
|    iterations           | 82          |
|    time_elapsed         | 97          |
|    total_timesteps      | 20992       |
| train/                  |             |
|    approx_kl            | 0.012783635 |
|    clip_fraction        | 0.115       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.617       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.497       |
|    n_updates            | 810         |
|    policy_gradient_loss | -0.0198     |
|    std                  | 1.02        |
|    value_loss           | 1.21        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 202        |
|    ep_rew_mean          | -7.6009493 |
| time/                   |            |
|    fps                  | 215        |
|    iterations           | 83         |
|    time_elapsed         | 98         |
|    total_timesteps      | 21248      |
| train/                  |            |
|    approx_kl            | 0.00837497 |
|    clip_fraction        | 0.0707     |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.4      |
|    explained_variance   | 0.94       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0182     |
|    n_updates            | 820        |
|    policy_gradient_loss | -0.00946   |
|    std                  | 1.02       |
|    value_loss           | 0.231      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 202         |
|    ep_rew_mean          | -7.6009493  |
| time/                   |             |
|    fps                  | 215         |
|    iterations           | 84          |
|    time_elapsed         | 99          |
|    total_timesteps      | 21504       |
| train/                  |             |
|    approx_kl            | 0.019673305 |
|    clip_fraction        | 0.164       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.226       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.541       |
|    n_updates            | 830         |
|    policy_gradient_loss | -0.021      |
|    std                  | 1.02        |
|    value_loss           | 1.16        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 206         |
|    ep_rew_mean          | -7.9651113  |
| time/                   |             |
|    fps                  | 215         |
|    iterations           | 85          |
|    time_elapsed         | 100         |
|    total_timesteps      | 21760       |
| train/                  |             |
|    approx_kl            | 0.010789024 |
|    clip_fraction        | 0.109       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.718       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0249     |
|    n_updates            | 840         |
|    policy_gradient_loss | -0.0141     |
|    std                  | 1.02        |
|    value_loss           | 0.163       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 206         |
|    ep_rew_mean          | -7.9651113  |
| time/                   |             |
|    fps                  | 215         |
|    iterations           | 86          |
|    time_elapsed         | 102         |
|    total_timesteps      | 22016       |
| train/                  |             |
|    approx_kl            | 0.002814569 |
|    clip_fraction        | 0.00273     |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.0074      |
|    learning_rate        | 0.0003      |
|    loss                 | 26.5        |
|    n_updates            | 850         |
|    policy_gradient_loss | -0.00441    |
|    std                  | 1.02        |
|    value_loss           | 67.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 209         |
|    ep_rew_mean          | -7.944214   |
| time/                   |             |
|    fps                  | 215         |
|    iterations           | 87          |
|    time_elapsed         | 103         |
|    total_timesteps      | 22272       |
| train/                  |             |
|    approx_kl            | 0.010119141 |
|    clip_fraction        | 0.0699      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | -0.0448     |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0546      |
|    n_updates            | 860         |
|    policy_gradient_loss | -0.0132     |
|    std                  | 1.02        |
|    value_loss           | 0.487       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 209         |
|    ep_rew_mean          | -7.944214   |
| time/                   |             |
|    fps                  | 215         |
|    iterations           | 88          |
|    time_elapsed         | 104         |
|    total_timesteps      | 22528       |
| train/                  |             |
|    approx_kl            | 0.008907881 |
|    clip_fraction        | 0.0664      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.113       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.157       |
|    n_updates            | 870         |
|    policy_gradient_loss | -0.0137     |
|    std                  | 1.02        |
|    value_loss           | 1.22        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 215         |
|    ep_rew_mean          | -7.7055078  |
| time/                   |             |
|    fps                  | 215         |
|    iterations           | 89          |
|    time_elapsed         | 105         |
|    total_timesteps      | 22784       |
| train/                  |             |
|    approx_kl            | 0.016982088 |
|    clip_fraction        | 0.075       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.331       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.000782   |
|    n_updates            | 880         |
|    policy_gradient_loss | -0.00991    |
|    std                  | 1.02        |
|    value_loss           | 0.336       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 214         |
|    ep_rew_mean          | -7.6949706  |
| time/                   |             |
|    fps                  | 215         |
|    iterations           | 90          |
|    time_elapsed         | 106         |
|    total_timesteps      | 23040       |
| train/                  |             |
|    approx_kl            | 0.019246634 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.506       |
|    learning_rate        | 0.0003      |
